reviewerid,reviewno_reviewers,analoral_ct,cuddling_ct,cunninlingus_ct,ejaculationonbody_ct,fellatio_ct,intercourseanal_ct,intercoursevaginal_ct,kissing_ct,manualanalstimulation_ct,manualpenilestimulation_ct,manualvaginalstimulation_ct,massage_ct,sm_ct,testiclestimulation_ct,threesome_ct,analoral_ct_bin,cuddling_ct_bin,cunninlingus_ct_bin,ejaculationonbody_ct_bin,fellatio_ct_bin,intercourseanal_ct_bin,intercoursevaginal_ct_bin,kissing_ct_bin,manualanalstimulation_ct_bin,manualpenilestimulation_ct_bin,manualvaginalstimulation_ct_bin,massage_ct_bin,sm_ct_bin,testiclestimulation_ct_bin,threesome_ct_bin,avgspph_p50,avgspph_sd,avgspph_avg,app_reviewer_p50,app_reviewer_sd,app_reviewer_avg,perf_reviewer_p50,perf_reviewer_sd,perf_reviewer_avg,cscore_reviewer_p50,cscore_reviewer_sd,cscore_reviewer_avg,rvwdate_last_reviewer,rvwyear_last_reviewer,rvwdate_first_reviewer,rvwyear_first_reviewer,rptescorts_reviewers,rvwduration_years_reviewer,rvwduration_days_reviewer,appgap_reviewer_p50,age_cont2_p50,height_cont2_p50,breastsize_cont2_p50,breastcup_cont_p50,hairlength_cont_p50,kiss_bin_p50,kiss_tongue_bin_p50,blowjob_bin_p50,blowjob_condom_bin_p50,cuminmouth_bin_p50,touchpussy_bin_p50,lickpussy_bin_p50,sex_bin_p50,multiplepops_bin_p50,anal_bin_p50,rimming_bin_p50,sm_bin_p50,twogirlaction_bin_p50,bringsecondprovider_bin_p50,multipleguys_bin_p50,avgpph_p50,reviewno_escort_sd,appgap_reviewer_sd,age_cont2_sd,height_cont2_sd,breastsize_cont2_sd,breastcup_cont_sd,hairlength_cont_sd,kiss_bin_sd,kiss_tongue_bin_sd,blowjob_bin_sd,blowjob_condom_bin_sd,cuminmouth_bin_sd,touchpussy_bin_sd,lickpussy_bin_sd,sex_bin_sd,multiplepops_bin_sd,anal_bin_sd,rimming_bin_sd,sm_bin_sd,twogirlaction_bin_sd,bringsecondprovider_bin_sd,multipleguys_bin_sd,avgpph_sd,reviewno_escort_avg,appgap_reviewer_avg,age_cont2_avg,height_cont2_avg,breastsize_cont2_avg,breastcup_cont_avg,hairlength_cont_avg,kiss_bin_avg,kiss_tongue_bin_avg,blowjob_bin_avg,blowjob_condom_bin_avg,cuminmouth_bin_avg,touchpussy_bin_avg,lickpussy_bin_avg,sex_bin_avg,multiplepops_bin_avg,anal_bin_avg,rimming_bin_avg,sm_bin_avg,twogirlaction_bin_avg,bringsecondprovider_bin_avg,multipleguys_bin_avg,ontime_bin_avg,smokes_bin_avg,breastimplants_bin_avg,pubichair_cont_avg,transsexual_bin_avg,servicearea_bin_escort_avg,servicearea_bin_massage_avg,servicearea_bin_sm_avg,servicearea_bin_multiple_avg,pornstar_bin_avg,avgpph_avg,unqescorts_reviewers,ethnicity_n,ethnicity_mode,build_n,build_mode,breastappearance_n,breastappearance_mode,haircolor_n,haircolor_mode,hairtype_n,hairtype_mode,service_n,service_mode,reviewno_escort_max,reviewno_escort_min
75444,3,0,0,.66666669,0,2.6666667,0,.66666669,2,0,0,0,0,0,0,0,0,0,.66666669,0,.66666669,0,.33333334,1,0,0,0,0,0,0,0,254,17.255434,254.5,7,1,7,9,0,9,8,.5,8,01oct2006,2006,01aug2006,2006,0,0,61,-2,36,63,36,4,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,237.5,174.0383099588517,1,10,3.4641016,2,1.5275252,1.1547005,0,0,0,0,0,0,0,0,0,.57735026,,0,0,0,,12.62392,293.3333333333333,-2,36,65,36,4.3333335,4.6666665,1,1,1,0,1,1,1,1,1,.66666669,1,1,1,1,1,.66666669,.33333334,0,1,0,1,.66666669,0,.66666669,0,240.23334,3,1,White,2,Baby fat,3,,3,,1,Straight,2,Escort/Massage,450,106
75549,3,0,0,1.3333334,0,2.3333333,0,2.6666667,1,0,0,0,1.3333334,0,0,0,0,0,1,0,.66666669,0,1,.66666669,0,0,0,.33333334,0,0,0,260,41.766994,246.77779,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01oct2007,2007,01jun2007,2007,0,0,122,-1,31,63,36,3,5,1,1,1,0,.5,1,1,1,1,0,0,0,.5,.5,0,260,17.08800749063506,.57735026,0,1.7320508,2,0,.57735026,0,.57735026,0,0,.70710677,0,0,0,0,0,,,.70710677,.70710677,,41.766994,28,-.66666669,31,62,36,3,4.6666665,1,.66666669,1,0,.5,1,1,1,1,0,0,0,.5,.5,0,1,.33333334,.33333334,0,0,1,1,0,1,0,246.77779,3,1,White,2,Athletic,2,Super nice,3,,2,Straight,1,Escort/Massage,44,10
75634,3,0,0,.66666669,0,1.6666666,0,1,2.3333333,.33333334,.33333334,.33333334,1.3333334,0,0,0,0,0,.66666669,0,.66666669,0,.33333334,1,.33333334,.33333334,.33333334,1,0,0,0,350,92.915733,323.33334,9,.57735026,8.666667,9,0,9,9,.28867513,8.833333,01apr2011,2011,01feb2011,2011,0,0,59,0,26,66,32,2,5,1,1,1,0,0,1,1,1,1,.5,1,1,1,1,0,350,110.6541157541523,.57735026,6.5574384,0,2.309401,1.5275252,1,0,0,.57735026,0,.57735026,0,0,.57735026,0,.70710677,,,0,0,,92.915733,83.33333333333333,-.33333334,25,66,33.333332,2.3333333,5,1,1,.66666669,0,.33333334,1,1,.66666669,1,.5,1,1,1,1,0,1,.33333334,0,.66666669,0,.66666669,.66666669,.66666669,1,0,323.33334,3,2,White,2,Thin,3,,2,Blonde,2,Straight,3,,211,15
75680,3,0,0,.33333334,0,.33333334,.33333334,.66666669,1.3333334,0,.33333334,0,.33333334,0,0,0,0,0,.33333334,0,.33333334,.33333334,.66666669,.66666669,0,.33333334,0,.33333334,0,0,0,300,45.069389,287.5,8,1,8,9,0,9,8.5,.5,8.5,01apr2011,2011,01jul2006,2006,0,5,1735,-1,46,63,38,6,4,1,1,1,0,1,1,1,1,1,.5,,1,1,1,,300,217.7184726506534,1,0,4.5825758,1.1547005,.57735026,.57735026,0,0,0,0,0,0,0,0,0,.70710677,,.57735026,0,0,,45.069389,202.6666666666667,-1,46,64,37.333332,5.6666665,4.3333335,1,1,1,0,1,1,1,1,1,.5,,.66666669,1,1,,1,.33333334,0,1,0,1,.33333334,.33333334,.66666669,0,287.5,3,2,White,3,,2,Super nice,3,,2,Straight,3,,450,40
75881,3,0,0,.33333334,.33333334,.66666669,0,.33333334,1.6666666,0,.33333334,0,0,0,0,0,0,0,.33333334,.33333334,.33333334,0,.33333334,1,0,.33333334,0,0,0,0,0,300,30.196276,315.22223,8,4.3588991,6,9,0,9,8.5,2.1794496,7.5,01jan2009,2009,01may2008,2008,0,1,245,-1,31,66,36,3,5,1,1,1,0,1,1,1,1,1,1,,,,,,300,12.12435565298214,4.3588991,7.6376262,3,2,.57735026,1,0,0,0,0,,0,0,0,0,,,,,,,31.258331,21,-3,29.333334,66,36,2.6666667,5,1,1,1,0,1,1,1,1,1,1,,,,,,1,.66666669,0,0,0,1,.33333334,.66666669,1,0,314.16666,3,2,White,2,Athletic,1,Super nice,2,Black,2,Straight,2,Escort/Massage/S&M,28,7
76431,3,0,0,.33333334,0,1,0,2.3333333,2,0,0,0,0,0,0,0,0,0,.33333334,0,.66666669,0,1,1,0,0,0,0,0,0,0,350,104.0833,383.33334,8,4.3588991,6,9,0,9,8.5,2.1794496,7.5,01aug2009,2009,01jul2008,2008,0,1,396,-1,31,63,32,4,5,1,1,1,0,.5,1,1,1,1,0,,,1,1,0,350,15.0996688705415,4.3588991,2.8867514,3,2.309401,.57735026,1.1547005,0,0,0,0,.70710677,0,0,0,0,,,,0,0,,104.0833,32,-3,29.333334,63,33.333332,4.3333335,4.3333335,1,1,1,0,.5,1,1,1,1,0,,,1,1,0,1,0,.5,0,0,1,.66666669,.33333334,1,0,383.33334,3,1,White,2,Athletic,2,Super nice,2,Blonde,2,Straight,2,Escort/Massage,48,18
76463,3,0,.33333334,1,.33333334,.33333334,0,2,1.6666666,0,0,0,.33333334,0,0,0,0,.33333334,.66666669,.33333334,.33333334,0,1,1,0,0,0,.33333334,0,0,0,350,14.433757,341.66666,8,0,8,9,0,9,8.5,0,8.5,01jan2010,2010,01jun2009,2009,0,1,214,-1,36,66,34,3,5,1,1,1,0,1,1,1,1,1,0,.5,1,1,1,0,350,65.96211033616193,0,10.40833,1.7320508,1.1547005,.57735026,1,0,0,0,0,.57735026,0,0,0,0,0,.70710677,0,,0,0,14.433757,98,-1,32.666668,65,33.333332,2.6666667,5,1,1,1,0,.66666669,1,1,1,1,0,.5,1,1,1,0,1,.33333334,0,0,0,1,.66666669,0,.66666669,0,341.66666,3,2,White,2,Thin,2,Perky,2,Blonde,2,Straight,2,Escort/Massage,147,23
76466,3,0,0,.33333334,0,1,.33333334,2.3333333,2.6666667,0,0,0,.33333334,.33333334,0,.33333334,0,0,.33333334,0,.66666669,.33333334,1,1,0,0,0,.33333334,.33333334,0,.33333334,300,76.376259,316.66666,7,.57735026,7.3333335,9,0,9,8,.28867513,8.166667,01feb2006,2006,01jan2005,2005,0,1,396,-2,26,66,36,3,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,,300,49.72926703662542,.57735026,13.228757,3,2,0,1.1547005,0,0,0,0,,0,,0,0,0,,.57735026,0,0,,76.376259,54,-1.6666666,31,66,36,3,2.6666667,1,1,1,0,0,1,1,1,1,1,1,.33333334,1,1,,1,.33333334,.33333334,0,0,1,.66666669,.33333334,1,0,316.66666,3,2,White,3,,2,Super nice,2,Brown,2,Some curls,2,Escort/Massage,110,15
76520,3,0,0,0,0,1.6666666,0,1.3333334,.33333334,0,0,0,0,0,.33333334,0,0,0,0,0,.66666669,0,.66666669,.33333334,0,0,0,0,0,.33333334,0,300,62.915287,291.66666,8,.57735026,7.6666665,9,0,9,8.5,.28867513,8.333333,01jun2008,2008,01nov2007,2007,0,1,213,-1,26,63,36,4,4,1,1,1,0,0,1,1,1,1,1,0,0,0,,0,300,153.3264491208219,.57735026,4.6188021,1.7320508,2.309401,1.5275252,0,0,.57735026,0,.57735026,.57735026,0,0,0,0,.57735026,,,,,,62.915287,105,-1.3333334,23.333334,64,34.666668,3.6666667,4,1,.66666669,1,.33333334,.33333334,1,1,1,1,.66666669,0,0,0,,0,1,.66666669,.33333334,0,0,1,.66666669,.33333334,1,0,291.66666,3,1,White,2,Average,2,Youthful,2,Brown,2,Straight,2,Escort/Massage,282,13
76723,3,0,.33333334,.33333334,0,.33333334,0,2.3333333,2.3333333,0,0,0,0,0,0,1,0,.33333334,.33333334,0,.33333334,0,1,1,0,0,0,0,0,0,.33333334,300,132.28757,350,7,1,7,9,0,9,8,.5,8,01nov2004,2004,01oct2004,2004,0,0,31,-2,26,63,34,3,6,1,1,1,0,0,1,1,1,1,0,,0,1,1,1,300,13.05118130030126,1,5,1.7320508,0,1.5275252,.57735026,0,0,0,0,0,0,0,0,0,0,,0,0,0,,132.28757,13.33333333333333,-2,26,62,34,2.6666667,5.6666665,1,1,1,0,0,1,1,1,1,0,,0,1,1,1,1,.33333334,0,0,0,1,.66666669,.33333334,1,0,350,3,1,White,3,,3,,2,Brown,2,Straight,2,Escort/Massage,27,1
76803,3,0,0,.33333334,0,4,.33333334,1.3333334,2.3333333,0,1.3333334,.66666669,.66666669,.33333334,.33333334,0,0,0,.33333334,0,.66666669,.33333334,.66666669,1,0,.33333334,.33333334,.66666669,.33333334,.33333334,0,283.33334,25.458755,277.77777,8,.57735026,7.6666665,9,0,9,8.5,.28867513,8.333333,01oct2005,2005,01mar2005,2005,0,0,214,-1,36,63,36,4,5,1,1,1,0,1,1,1,1,1,1,1,0,1,1,.5,283.33334,365.5502701407838,.57735026,10.40833,3.4641016,2,1,1,0,0,0,0,.57735026,0,0,0,0,.57735026,,0,0,0,.70710677,25.458755,411,-1.3333334,32.666668,65,36,4,5,1,1,1,0,.66666669,1,1,1,1,.66666669,1,0,1,1,.5,1,0,.33333334,0,0,1,.66666669,0,.66666669,0,277.77777,3,1,White,2,Athletic,3,,2,Blonde,1,Straight,2,Escort/Massage,714,5
77183,3,0,0,.66666669,0,1,0,1.3333334,3.6666667,0,.66666669,0,0,0,0,0,0,0,.66666669,0,.66666669,0,.66666669,1,0,.33333334,0,0,0,0,0,300,87.797112,308.33334,8,4.0414519,5.6666665,9,0,9,8.5,2.020726,7.3333335,01jan2008,2008,01feb2007,2007,0,1,334,-1,26,63,34,4,5,1,1,1,0,1,1,1,1,1,0,0,.5,1,1,0,300,7.637626158259733,4.0414519,5,1.7320508,2.309401,2.081666,2.081666,0,0,0,.57735026,0,0,0,0,0,.57735026,0,.70710677,0,0,.57735026,87.797112,24.33333333333333,-3.3333333,26,64,32.666668,3.3333333,4.3333335,1,1,1,.33333334,1,1,1,1,1,.33333334,0,.5,1,1,.33333334,1,.33333334,0,0,0,1,.33333334,.66666669,1,0,308.33334,3,3,,2,Athletic,3,,2,Black,2,Straight,2,Escort/Massage/S&M,31,16
77287,3,0,0,.66666669,0,3.3333333,0,3.3333333,3.6666667,0,.66666669,.33333334,1,0,.33333334,0,0,0,.66666669,0,.66666669,0,.66666669,.66666669,0,.66666669,.33333334,.33333334,0,.33333334,0,225,190.95288,286,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01nov2008,2008,01jun2008,2008,0,0,153,-1,26,69,36,4,4,1,1,1,0,0,1,1,1,1,0,1,.5,1,1,.5,225,92.33814668561055,.57735026,10.40833,4.5825758,1.1547005,.57735026,.57735026,.57735026,.57735026,.57735026,0,.57735026,.57735026,.57735026,.57735026,0,.57735026,,.70710677,.57735026,0,.70710677,190.95288,109.3333333333333,-.66666669,29.333334,68,36.666668,4.3333335,4.3333335,.66666669,.66666669,.66666669,0,.33333334,.66666669,.66666669,.66666669,1,.33333334,1,.5,.66666669,1,.5,1,0,.66666669,0,0,.66666669,1,0,.66666669,0,286,3,1,White,1,Athletic,2,Super nice,2,Blonde,2,Some curls,2,Escort/Massage,208,25
77335,3,0,0,1.3333334,.33333334,1.3333334,0,3.3333333,5,0,0,0,1.6666666,0,.33333334,0,0,0,.66666669,.33333334,.66666669,0,1,1,0,0,0,.33333334,0,.33333334,0,240,50.33223,246.66667,9,0,9,9,0,9,9,0,9,01apr2011,2011,01oct2009,2009,0,2,547,0,26,66,36,4,5,1,1,1,0,1,1,1,1,1,0,.5,0,0,0,0,240,7.234178138070234,0,6.5574384,3.4641016,1.1547005,2.081666,.57735026,0,0,0,0,.57735026,0,,0,0,,.70710677,,,,,50.33223,5.666666666666667,0,25,64,35.333332,3.3333333,5.3333335,1,1,1,0,.66666669,1,1,1,1,0,.5,0,0,0,0,1,0,0,0,0,.66666669,.66666669,.33333334,.66666669,0,246.66667,3,3,,2,Thin,3,,2,Black,2,Straight,3,,14,1
77359,3,0,0,0,0,1.3333334,.33333334,1,.66666669,0,0,0,0,0,0,0,0,0,0,0,.66666669,.33333334,1,.66666669,0,0,0,0,0,0,0,300,141.42136,300,9,.57735026,8.666667,9,0,9,9,.28867513,8.833333,01aug2006,2006,01jul2004,2004,0,2,761,0,21,66,38,5,6,1,1,1,0,1,1,1,1,1,1,,1,1,1,1,200,44.39594576084622,.57735026,2.8867514,1.7320508,2,.57735026,1,0,0,0,.57735026,.57735026,0,0,0,0,0,,0,0,0,0,126.43312,52,-.33333334,22.666666,67,38,5.3333335,6,1,1,1,.33333334,.66666669,1,1,1,1,1,,1,1,1,1,1,.33333334,.66666669,0,0,1,0,.66666669,.66666669,0,255.33333,3,2,White,2,Baby fat,3,,2,Blonde,2,Curly,2,Escort/Massage/S&M,82,1
77390,3,0,0,.66666669,0,.66666669,0,2,4,0,.33333334,.33333334,1.6666666,0,0,0,0,0,.66666669,0,.66666669,0,1,1,0,.33333334,.33333334,.66666669,0,0,0,250,34.428669,238.66667,8,1,8,9,0,9,8.5,.5,8.5,01mar2010,2010,01nov2002,2002,0,8,2677,-1,26,66,38,4,4,1,1,1,0,.5,1,1,1,.5,1,1,,,,,250,11.0151410945722,1,2.8867514,1.7320508,2,1.1547005,0,.57735026,.57735026,0,.57735026,.70710677,0,,0,.70710677,.57735026,,,,,,34.428669,13.33333333333333,-1,24.333334,65,38,4.6666665,4,.66666669,.66666669,1,.33333334,.5,1,1,1,.5,.66666669,1,,,,,1,0,.66666669,0,.66666669,1,.66666669,.33333334,1,0,238.66667,3,1,Latina,3,,2,Super nice,1,Brown,3,,2,Escort/Massage,24,2
77557,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,.66666669,.66666669,0,.66666669,0,0,.66666669,0,0,0,0,0,0,0,160,48.045116,168.33333,8,1,8,9,0,9,8.5,.5,8.5,01sep2007,2007,01sep2006,2006,0,1,365,-1,41,60,34,2,4,1,1,1,0,1,1,1,1,1,,,,1,1,,160,10.69267662156363,1,13.279057,3.4641016,1.1547005,.57735026,1,,,0,0,0,0,0,0,,,,,,,,48.045116,8.666666666666666,-1,33.333332,62,34.666668,2.3333333,4,1,1,1,0,1,1,1,1,1,,,,1,1,,1,.33333334,0,0,0,1,.66666669,0,.66666669,0,168.33333,3,2,White,2,Average,3,,2,Blonde,2,Straight,2,Escort/Massage,21,2
77659,3,0,.33333334,.33333334,0,1,0,3.6666667,2.3333333,0,.33333334,.33333334,.33333334,0,0,.33333334,0,.33333334,.33333334,0,.66666669,0,1,.66666669,0,.33333334,.33333334,.33333334,0,0,.33333334,266,50.954227,277.33334,9,0,9,9,0,9,9,0,9,01mar2011,2011,01sep2009,2009,0,2,546,0,21,66,36,5,5,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,266,3.785938897200183,0,8.6602545,0,1.1547005,1.1547005,.57735026,0,0,0,0,0,0,0,0,0,,,,0,0,,50.954227,3.666666666666667,0,26,66,35.333332,4.3333335,5.3333335,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,.66666669,.33333334,1,0,277.33334,3,1,White,1,Athletic,2,Youthful,3,,1,Straight,2,Escort/Massage,8,1
77690,3,0,0,.33333334,0,1,0,.66666669,.66666669,0,0,0,.66666669,0,0,0,0,0,.33333334,0,.66666669,0,.66666669,.33333334,0,0,0,.66666669,0,0,0,300,71.078011,279.16666,9,.57735026,8.666667,9,0,9,9,.28867513,8.833333,01feb2006,2006,01nov2002,2002,0,4,1188,0,26,63,34,4,4,1,1,1,0,0,1,1,1,1,0,,0,1,1,.5,300,45.31004303683677,.57735026,2.8867514,1.7320508,1.1547005,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,.70710677,66.143784,59,-.33333334,27.666666,64,34.666668,4,4,1,1,1,0,0,1,1,1,1,0,,0,1,1,.5,1,1,1,0,0,1,.66666669,.33333334,1,0,275,3,1,White,2,Thin,1,Super nice,2,Blonde,1,Straight,2,Escort/Massage,90,7
77753,3,0,1.3333334,2,0,.33333334,0,4.6666665,2,0,.66666669,1.6666666,.66666669,0,0,0,0,1,1,0,.33333334,0,1,.66666669,0,.66666669,.66666669,.66666669,0,0,0,200,50,200,8,0,8,9,0,9,8.5,0,8.5,01aug2008,2008,01feb2004,2004,0,4,1643,-1,26,66,32,3,4,1,1,1,0,1,1,1,1,1,0,,1,1,,,200,51.97114584074513,0,2.8867514,3.4641016,1.1547005,1,.57735026,0,.57735026,0,0,,0,0,0,,,,,,,,50,36,-1,24.333334,64,32.666668,3,4.3333335,1,.66666669,1,0,1,1,1,1,1,0,,1,1,,,.66666669,.33333334,.33333334,0,0,1,.66666669,.33333334,1,0,200,3,1,White,2,Skinny,3,,2,Blonde,2,Straight,2,Escort/Massage,96,5
78085,3,0,.66666669,1.3333334,0,0,0,2,.66666669,0,0,0,1,0,0,1.3333334,0,.33333334,1,0,0,0,1,.66666669,0,0,0,1,0,0,.33333334,250,14.433757,241.66667,8,.57735026,7.6666665,9,0,9,8.5,.28867513,8.333333,01jun2005,2005,01jan2005,2005,0,0,151,-1,36,66,38,3,4,1,1,1,0,0,1,1,1,1,0,,0,1,1,0,225,27.09858544893687,.57735026,2.8867514,1.7320508,2.309401,1.5275252,.57735026,0,0,0,0,,0,0,0,0,,,0,0,,,25,28.66666666666667,-1.3333334,34.333332,65,36.666668,3.3333333,4.3333335,1,1,1,0,0,1,1,1,1,0,,0,1,1,0,1,.33333334,0,0,0,1,1,0,1,0,225,3,1,White,2,Baby fat,2,Droopy,3,,2,Some curls,1,Escort/Massage,57,3
79654,3,.33333334,.33333334,.66666669,0,1,0,.33333334,1.6666666,0,0,.33333334,.33333334,0,0,0,.33333334,.33333334,.33333334,0,.66666669,0,.33333334,1,0,0,.33333334,.33333334,0,0,0,233.33333,41.107357,252.77777,9,4.6188021,6.3333335,9,0,9,9,2.309401,7.6666665,01mar2011,2011,01feb2011,2011,0,0,28,0,31,63,34,3,5,1,1,1,0,1,1,1,1,1,0,0,0,1,1,.5,233.33333,28.6879765755621,4.6188021,5,0,1.1547005,1,2.081666,0,0,0,0,.57735026,0,0,0,0,.57735026,.57735026,.57735026,0,0,.70710677,41.107357,39,-2.6666667,31,63,34.666668,3,4.3333335,1,1,1,0,.66666669,1,1,1,1,.33333334,.33333334,.33333334,1,1,.5,1,.33333334,0,0,0,1,.66666669,.33333334,1,0,252.77777,3,1,White,2,Athletic,2,Perky,2,Blonde,2,Straight,2,Escort/Massage,72,20
79706,3,.33333334,0,1,0,1.3333334,0,1.6666666,.33333334,0,0,0,0,0,.66666669,0,.33333334,0,.66666669,0,.66666669,0,.66666669,.33333334,0,0,0,0,0,.66666669,0,350,62.915287,358.33334,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01apr2007,2007,01sep2006,2006,0,1,212,-1,26,63,36,5,4,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,350,39.14502948438452,.57735026,13.228757,1.7320508,1.1547005,1.5275252,1.5275252,0,0,0,0,0,0,0,0,0,.57735026,.57735026,.57735026,.57735026,0,0,62.915287,60.66666666666666,-.66666669,31,64,35.333332,4.6666665,3.6666667,1,1,1,0,1,1,1,1,1,.33333334,.33333334,.33333334,.66666669,1,0,1,0,.66666669,0,0,1,1,0,1,0,358.33334,3,2,White,2,Athletic,2,Super nice,3,,2,Straight,1,Escort/Massage,89,16
79759,3,.33333334,0,0,0,1.3333334,0,.33333334,.33333334,0,0,0,.66666669,0,.33333334,0,.33333334,0,0,0,.66666669,0,.33333334,.33333334,0,0,0,.33333334,0,.33333334,0,400,80.150383,413.83334,9,0,9,9,0,9,9,0,9,01sep2005,2005,01apr2004,2004,0,1,518,0,26,60,34,4,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,400,53.6935750346352,0,5,3.4641016,1.1547005,.57735026,.57735026,0,0,0,0,0,0,0,0,0,.57735026,0,.57735026,0,0,,80.150383,89,0,26,62,34.666668,4.3333335,5.3333335,1,1,1,0,1,1,1,1,1,.66666669,1,.66666669,1,1,0,1,0,.66666669,0,0,1,.33333334,.66666669,1,.33333334,413.83334,3,1,African american,2,Athletic,3,,2,Brown,2,Straight,2,Escort/Massage/S&M,120,27
79893,3,.33333334,0,.33333334,0,2,0,1.6666666,5,0,0,0,.66666669,0,.33333334,0,.33333334,0,.33333334,0,.66666669,0,.66666669,1,0,0,0,.66666669,0,.33333334,0,200,0,200,9,.57735026,8.666667,9,0,9,9,.28867513,8.833333,01dec2007,2007,01oct2007,2007,0,0,61,0,26,60,34,2,5,1,1,1,0,1,1,1,1,1,0,1,,1,1,,200,68.85734044626858,.57735026,2.8867514,0,1.1547005,.57735026,2.081666,0,0,0,0,,0,0,0,0,,,,,,,0,62.66666666666666,-.33333334,24.333334,60,33.333332,2.3333333,5.6666665,1,1,1,0,1,1,1,1,1,0,1,,1,1,,1,0,.66666669,0,0,1,.66666669,.33333334,1,0,200,3,1,Asian,2,Average,2,Perky,1,Black,1,Straight,2,Escort/Massage,140,8
80069,3,.33333334,0,.66666669,0,1.3333334,.33333334,.66666669,1.6666666,0,0,0,1,0,0,.33333334,.33333334,0,.66666669,0,.66666669,.33333334,.66666669,1,0,0,0,.33333334,0,0,.33333334,257.5,70.104088,220.83333,7,.57735026,7.3333335,9,0,9,8,.28867513,8.166667,01may2008,2008,01mar2008,2008,0,0,61,-2,36,63,38,3,4,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,257.5,12.7671453348037,.57735026,2.8867514,0,1.1547005,0,1.1547005,0,0,0,0,0,0,0,0,0,0,.57735026,0,0,,,70.104088,16,-1.6666666,37.666668,63,37.333332,3,4.6666665,1,1,1,0,1,1,1,1,1,0,.66666669,0,1,1,0,1,0,0,0,0,1,.66666669,0,.66666669,0,220.83333,3,1,White,2,Baby fat,2,Youthful,2,Brown,2,Curly,2,Escort/Massage,30,5
80302,3,.66666669,0,.66666669,0,1.6666666,0,1.6666666,3.6666667,0,.33333334,0,0,0,0,0,.66666669,0,.66666669,0,.66666669,0,1,1,0,.33333334,0,0,0,0,0,260.5,54.955284,286.83334,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01sep2010,2010,01sep2009,2009,0,1,365,-1,46,66,36,3,4,1,1,1,0,1,1,1,1,1,1,.5,1,1,1,0,260.5,20.95232683975696,.57735026,14.433757,3,1.1547005,0,1.1547005,0,0,0,0,0,0,0,0,0,.57735026,.70710677,0,0,0,,54.955284,56,-.66666669,37.666668,66,35.333332,3,4.6666665,1,1,1,0,1,1,1,1,1,.66666669,.5,1,1,1,0,1,0,.33333334,0,0,1,.33333334,.66666669,1,0,286.83334,3,3,,1,Athletic,2,Perky,3,,2,Some curls,2,Escort/Massage/S&M,74,33
80503,3,1.3333334,0,2,.33333334,3,0,2,1.3333334,0,0,0,0,0,0,0,.33333334,0,.66666669,.33333334,.66666669,0,.66666669,.66666669,0,0,0,0,0,0,0,250,50,250,8,.57735026,8.333333,9,0,9,8.5,.28867513,8.666667,01dec2005,2005,01feb2005,2005,0,0,303,-1,21,63,36,3,5,1,1,1,0,0,1,1,1,1,1,,.5,1,1,0,250,62.66046068561364,.57735026,1.7320508,1.7320508,0,.57735026,1,0,.57735026,0,0,.57735026,0,.57735026,0,,0,,.70710677,0,0,,50,64.66666666666667,-.66666669,20,64,36,2.6666667,5,1,.66666669,1,0,.33333334,1,.66666669,1,1,1,,.5,1,1,0,1,0,.5,0,.33333334,1,.66666669,.33333334,1,0,250,3,3,,3,,2,Youthful,3,,1,Straight,2,Escort/Massage,137,27
80513,3,1.3333334,0,1,0,1,0,1.6666666,.66666669,0,0,.33333334,.33333334,0,0,0,.33333334,0,1,0,.66666669,0,.66666669,.66666669,0,0,.33333334,.33333334,0,0,0,250,43.30127,275,8,4.0414519,5.6666665,9,0,9,8.5,2.020726,7.3333335,01jun2011,2011,01jun2007,2007,0,4,1461,-1,21,66,32,2,6,1,1,1,0,.5,1,1,1,1,0,1,0,0,0,0,250,120.6703498517069,4.0414519,2.8867514,1.7320508,1.1547005,.57735026,.57735026,0,0,0,0,.70710677,0,0,0,0,0,,,,,0,43.30127,87.66666666666667,-3.3333333,22.666666,65,32.666668,2.3333333,5.6666665,1,1,1,0,.5,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,275,3,1,Asian,3,,1,Youthful,1,Black,2,Straight,1,Escort/Massage,227,17
